ed_id,ed_name,county,month,employment_rate,avg_income,unemployment_rate
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-07-01,0.8379,71280.0,0.1621
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-08-01,0.8379,71280.0,0.1621
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-09-01,0.8379,71280.0,0.1621
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-10-01,0.8379,71280.0,0.1621
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-11-01,0.8379,71280.0,0.1621
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-12-01,0.8379,71280.0,0.1621
DUB_cabra_east_a,Cabra East A,Dublin,2024-01-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-02-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-03-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-04-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-05-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-06-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-07-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-08-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-09-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-10-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-11-01,0.814,65340.0,0.186
DUB_cabra_east_a,Cabra East A,Dublin,2024-12-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-01-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-02-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-03-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-04-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-05-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-06-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-07-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-08-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-09-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-10-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-11-01,0.814,65340.0,0.186
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-12-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-01-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-02-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-03-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-04-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-05-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-06-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-07-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-08-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-09-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-10-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-11-01,0.814,65340.0,0.186
DUB_finglas_south_a,Finglas South A,Dublin,2024-12-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-01-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-02-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-03-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-04-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-05-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-06-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-07-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-08-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-09-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-10-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-11-01,0.814,65340.0,0.186
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-12-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-01-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-02-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-03-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-04-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-05-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-06-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-07-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-08-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-09-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-10-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-11-01,0.814,65340.0,0.186
DUB_lucan_esker,Lucan-Esker,Dublin,2024-12-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-01-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-02-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-03-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-04-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-05-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-06-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-07-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-08-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-09-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-10-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-11-01,0.814,65340.0,0.186
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-12-01,0.814,65340.0,0.186
DUB_swords_forrest,Swords-Forrest,Dublin,2024-01-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-02-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-03-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-04-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-05-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-06-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-07-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-08-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-09-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-10-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-11-01,0.798,59400.0,0.202
DUB_swords_forrest,Swords-Forrest,Dublin,2024-12-01,0.798,59400.0,0.202
DUB_howth,Howth,Dublin,2024-01-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-02-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-03-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-04-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-05-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-06-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-07-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-08-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-09-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-10-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-11-01,0.814,65340.0,0.186
DUB_howth,Howth,Dublin,2024-12-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-01-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-02-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-03-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-04-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-05-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-06-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-07-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-08-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-09-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-10-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-11-01,0.814,65340.0,0.186
DUB_dalkey,Dalkey,Dublin,2024-12-01,0.814,65340.0,0.186
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-01-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-02-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-03-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-04-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-05-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-06-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-07-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-08-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-09-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-10-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-11-01,0.8379,71280.0,0.1621
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-12-01,0.8379,71280.0,0.1621
COR_cork_city_south_central,Cork City South Central,Cork,2024-01-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-02-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-03-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-04-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-05-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-06-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-07-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-08-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-09-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-10-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-11-01,0.7938,58320.0,0.2062
COR_cork_city_south_central,Cork City South Central,Cork,2024-12-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-01-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-02-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-03-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-04-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-05-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-06-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-07-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-08-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-09-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-10-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-11-01,0.7938,58320.0,0.2062
COR_cork_city_north_central,Cork City North Central,Cork,2024-12-01,0.7938,58320.0,0.2062
COR_blackrock_cork,Blackrock (Cork),Cork,2024-01-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-02-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-03-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-04-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-05-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-06-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-07-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-08-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-09-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-10-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-11-01,0.7711,53460.0,0.2289
COR_blackrock_cork,Blackrock (Cork),Cork,2024-12-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-01-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-02-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-03-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-04-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-05-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-06-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-07-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-08-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-09-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-10-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-11-01,0.7711,53460.0,0.2289
COR_douglas,Douglas,Cork,2024-12-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-01-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-02-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-03-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-04-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-05-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-06-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-07-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-08-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-09-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-10-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-11-01,0.7711,53460.0,0.2289
COR_ballincollig,Ballincollig,Cork,2024-12-01,0.7711,53460.0,0.2289
COR_carrigaline,Carrigaline,Cork,2024-01-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-02-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-03-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-04-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-05-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-06-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-07-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-08-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-09-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-10-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-11-01,0.756,48600.0,0.244
COR_carrigaline,Carrigaline,Cork,2024-12-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-01-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-02-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-03-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-04-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-05-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-06-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-07-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-08-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-09-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-10-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-11-01,0.756,48600.0,0.244
COR_cobh_urban,Cobh Urban,Cork,2024-12-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-01-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-02-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-03-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-04-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-05-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-06-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-07-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-08-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-09-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-10-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-11-01,0.756,48600.0,0.244
COR_midleton,Midleton,Cork,2024-12-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-01-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-02-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-03-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-04-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-05-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-06-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-07-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-08-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-09-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-10-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-11-01,0.756,48600.0,0.244
COR_mallow_urban,Mallow Urban,Cork,2024-12-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-01-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-02-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-03-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-04-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-05-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-06-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-07-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-08-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-09-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-10-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-11-01,0.756,48600.0,0.244
COR_fermoy_urban,Fermoy Urban,Cork,2024-12-01,0.756,48600.0,0.244
COR_bandon,Bandon,Cork,2024-01-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-02-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-03-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-04-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-05-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-06-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-07-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-08-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-09-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-10-01,0.7333,43740.0,0.2667
COR_bandon,Bandon,Cork,2024-11-01,0.7333,43740.0,0.2667
