ed_id,ed_name,county,month,avg_monthly_rent,rent_growth_pct,rental_yield
DUB_pembroke_east_a,Pembroke East A,Dublin,2024-08-01,3272.0,0.08,2.0
DUB_pembroke_east_a,Pembroke East A,Dublin,2024-09-01,3302.0,0.08,2.0
DUB_pembroke_east_a,Pembroke East A,Dublin,2024-10-01,3333.0,0.08,2.0
DUB_pembroke_east_a,Pembroke East A,Dublin,2024-11-01,3363.0,0.08,2.0
DUB_pembroke_east_a,Pembroke East A,Dublin,2024-12-01,3394.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-01-01,3058.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-02-01,3088.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-03-01,3119.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-04-01,3149.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-05-01,3180.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-06-01,3210.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-07-01,3241.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-08-01,3272.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-09-01,3302.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-10-01,3333.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-11-01,3363.0,0.08,2.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-12-01,3394.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-01-01,3058.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-02-01,3088.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-03-01,3119.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-04-01,3149.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-05-01,3180.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-06-01,3210.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-07-01,3241.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-08-01,3272.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-09-01,3302.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-10-01,3333.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-11-01,3363.0,0.08,2.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-12-01,3394.0,0.08,2.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-01-01,2587.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-02-01,2613.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-03-01,2639.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-04-01,2665.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-05-01,2691.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-06-01,2717.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-07-01,2742.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-08-01,2768.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-09-01,2794.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-10-01,2820.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-11-01,2846.0,0.08,2.69
DUB_cabra_east_a,Cabra East A,Dublin,2024-12-01,2872.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-01-01,2587.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-02-01,2613.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-03-01,2639.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-04-01,2665.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-05-01,2691.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-06-01,2717.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-07-01,2742.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-08-01,2768.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-09-01,2794.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-10-01,2820.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-11-01,2846.0,0.08,2.69
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-12-01,2872.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-01-01,2587.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-02-01,2613.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-03-01,2639.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-04-01,2665.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-05-01,2691.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-06-01,2717.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-07-01,2742.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-08-01,2768.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-09-01,2794.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-10-01,2820.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-11-01,2846.0,0.08,2.69
DUB_finglas_south_a,Finglas South A,Dublin,2024-12-01,2872.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-01-01,2587.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-02-01,2613.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-03-01,2639.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-04-01,2665.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-05-01,2691.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-06-01,2717.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-07-01,2742.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-08-01,2768.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-09-01,2794.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-10-01,2820.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-11-01,2846.0,0.08,2.69
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-12-01,2872.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-01-01,2587.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-02-01,2613.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-03-01,2639.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-04-01,2665.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-05-01,2691.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-06-01,2717.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-07-01,2742.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-08-01,2768.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-09-01,2794.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-10-01,2820.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-11-01,2846.0,0.08,2.69
DUB_lucan_esker,Lucan-Esker,Dublin,2024-12-01,2872.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-01-01,2587.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-02-01,2613.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-03-01,2639.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-04-01,2665.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-05-01,2691.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-06-01,2717.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-07-01,2742.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-08-01,2768.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-09-01,2794.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-10-01,2820.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-11-01,2846.0,0.08,2.69
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-12-01,2872.0,0.08,2.69
DUB_swords_forrest,Swords-Forrest,Dublin,2024-01-01,2352.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-02-01,2376.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-03-01,2399.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-04-01,2423.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-05-01,2446.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-06-01,2470.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-07-01,2493.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-08-01,2517.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-09-01,2540.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-10-01,2564.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-11-01,2587.0,0.08,3.08
DUB_swords_forrest,Swords-Forrest,Dublin,2024-12-01,2611.0,0.08,3.08
DUB_howth,Howth,Dublin,2024-01-01,2587.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-02-01,2613.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-03-01,2639.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-04-01,2665.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-05-01,2691.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-06-01,2717.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-07-01,2742.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-08-01,2768.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-09-01,2794.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-10-01,2820.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-11-01,2846.0,0.08,2.69
DUB_howth,Howth,Dublin,2024-12-01,2872.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-01-01,2587.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-02-01,2613.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-03-01,2639.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-04-01,2665.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-05-01,2691.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-06-01,2717.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-07-01,2742.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-08-01,2768.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-09-01,2794.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-10-01,2820.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-11-01,2846.0,0.08,2.69
DUB_dalkey,Dalkey,Dublin,2024-12-01,2872.0,0.08,2.69
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-01-01,3058.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-02-01,3088.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-03-01,3119.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-04-01,3149.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-05-01,3180.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-06-01,3210.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-07-01,3241.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-08-01,3272.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-09-01,3302.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-10-01,3333.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-11-01,3363.0,0.08,2.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-12-01,3394.0,0.08,2.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-01-01,2184.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-02-01,2206.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-03-01,2228.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-04-01,2250.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-05-01,2271.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-06-01,2293.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-07-01,2315.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-08-01,2337.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-09-01,2359.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-10-01,2381.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-11-01,2402.0,0.08,3.36
COR_cork_city_south_central,Cork City South Central,Cork,2024-12-01,2424.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-01-01,2184.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-02-01,2206.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-03-01,2228.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-04-01,2250.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-05-01,2271.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-06-01,2293.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-07-01,2315.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-08-01,2337.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-09-01,2359.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-10-01,2381.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-11-01,2402.0,0.08,3.36
COR_cork_city_north_central,Cork City North Central,Cork,2024-12-01,2424.0,0.08,3.36
COR_blackrock_cork,Blackrock (Cork),Cork,2024-01-01,1848.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-02-01,1866.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-03-01,1885.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-04-01,1903.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-05-01,1922.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-06-01,1940.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-07-01,1959.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-08-01,1977.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-09-01,1996.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-10-01,2014.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-11-01,2033.0,0.08,3.92
COR_blackrock_cork,Blackrock (Cork),Cork,2024-12-01,2051.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-01-01,1848.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-02-01,1866.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-03-01,1885.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-04-01,1903.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-05-01,1922.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-06-01,1940.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-07-01,1959.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-08-01,1977.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-09-01,1996.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-10-01,2014.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-11-01,2033.0,0.08,3.92
COR_douglas,Douglas,Cork,2024-12-01,2051.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-01-01,1848.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-02-01,1866.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-03-01,1885.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-04-01,1903.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-05-01,1922.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-06-01,1940.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-07-01,1959.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-08-01,1977.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-09-01,1996.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-10-01,2014.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-11-01,2033.0,0.08,3.92
COR_ballincollig,Ballincollig,Cork,2024-12-01,2051.0,0.08,3.92
COR_carrigaline,Carrigaline,Cork,2024-01-01,1680.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-02-01,1697.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-03-01,1714.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-04-01,1730.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-05-01,1747.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-06-01,1764.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-07-01,1781.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-08-01,1798.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-09-01,1814.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-10-01,1831.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-11-01,1848.0,0.08,4.2
COR_carrigaline,Carrigaline,Cork,2024-12-01,1865.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-01-01,1680.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-02-01,1697.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-03-01,1714.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-04-01,1730.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-05-01,1747.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-06-01,1764.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-07-01,1781.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-08-01,1798.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-09-01,1814.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-10-01,1831.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-11-01,1848.0,0.08,4.2
COR_cobh_urban,Cobh Urban,Cork,2024-12-01,1865.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-01-01,1680.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-02-01,1697.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-03-01,1714.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-04-01,1730.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-05-01,1747.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-06-01,1764.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-07-01,1781.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-08-01,1798.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-09-01,1814.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-10-01,1831.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-11-01,1848.0,0.08,4.2
COR_midleton,Midleton,Cork,2024-12-01,1865.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-01-01,1680.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-02-01,1697.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-03-01,1714.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-04-01,1730.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-05-01,1747.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-06-01,1764.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-07-01,1781.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-08-01,1798.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-09-01,1814.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-10-01,1831.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-11-01,1848.0,0.08,4.2
COR_mallow_urban,Mallow Urban,Cork,2024-12-01,1865.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-01-01,1680.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-02-01,1697.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-03-01,1714.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-04-01,1730.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-05-01,1747.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-06-01,1764.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-07-01,1781.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-08-01,1798.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-09-01,1814.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-10-01,1831.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-11-01,1848.0,0.08,4.2
COR_fermoy_urban,Fermoy Urban,Cork,2024-12-01,1865.0,0.08,4.2
COR_bandon,Bandon,Cork,2024-01-01,1428.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-02-01,1442.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-03-01,1457.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-04-01,1471.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-05-01,1485.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-06-01,1499.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-07-01,1514.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-08-01,1528.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-09-01,1542.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-10-01,1557.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-11-01,1571.0,0.08,4.62
COR_bandon,Bandon,Cork,2024-12-01,1585.0,0.08,4.62
COR_kinsale,Kinsale,Cork,2024-01-01,1428.0,0.08,4.62
COR_kinsale,Kinsale,Cork,2024-02-01,1442.0,0.08,4.62
COR_kinsale,Kinsale,Cork,2024-03-01,1457.0,0.08,4.62
COR_kinsale,Kinsale,Cork,2024-04-01,1471.0,0.08,4.62
COR_kinsale,Kinsale,Cork,2024-05-01,1485.0,0.08,4.62
COR_kinsale,Kinsale,Cork,2024-06-01,1499.0,0.08,4.62
COR_kinsale,Kinsale,Cork,2024-07-01,1514.0,0.08,4.62
