ed_id,ed_name,county,month,traffic_volume,congestion_delay_minutes,avg_speed_kph
DUB_ballsbridge,Ballsbridge,Dublin,2024-02-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-03-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-04-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-05-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-06-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-07-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-08-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-09-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-10-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-11-01,119000.0,39.7,50.0
DUB_ballsbridge,Ballsbridge,Dublin,2024-12-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-01-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-02-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-03-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-04-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-05-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-06-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-07-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-08-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-09-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-10-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-11-01,119000.0,39.7,50.0
DUB_drumcondra_south_a,Drumcondra South A,Dublin,2024-12-01,119000.0,39.7,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-01-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-02-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-03-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-04-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-05-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-06-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-07-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-08-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-09-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-10-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-11-01,102000.0,34.0,50.0
DUB_cabra_east_a,Cabra East A,Dublin,2024-12-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-01-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-02-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-03-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-04-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-05-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-06-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-07-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-08-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-09-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-10-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-11-01,102000.0,34.0,50.0
DUB_clontarf_east_a,Clontarf East A,Dublin,2024-12-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-01-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-02-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-03-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-04-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-05-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-06-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-07-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-08-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-09-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-10-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-11-01,102000.0,34.0,50.0
DUB_finglas_south_a,Finglas South A,Dublin,2024-12-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-01-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-02-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-03-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-04-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-05-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-06-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-07-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-08-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-09-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-10-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-11-01,102000.0,34.0,50.0
DUB_tallaght_fettercairn,Tallaght-Fettercairn,Dublin,2024-12-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-01-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-02-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-03-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-04-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-05-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-06-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-07-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-08-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-09-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-10-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-11-01,102000.0,34.0,50.0
DUB_lucan_esker,Lucan-Esker,Dublin,2024-12-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-01-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-02-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-03-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-04-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-05-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-06-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-07-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-08-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-09-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-10-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-11-01,102000.0,34.0,50.0
DUB_blanchardstown_blakestown,Blanchardstown-Blakestown,Dublin,2024-12-01,102000.0,34.0,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-01-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-02-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-03-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-04-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-05-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-06-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-07-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-08-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-09-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-10-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-11-01,85000.0,28.3,50.0
DUB_swords_forrest,Swords-Forrest,Dublin,2024-12-01,85000.0,28.3,50.0
DUB_howth,Howth,Dublin,2024-01-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-02-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-03-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-04-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-05-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-06-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-07-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-08-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-09-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-10-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-11-01,102000.0,34.0,50.0
DUB_howth,Howth,Dublin,2024-12-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-01-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-02-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-03-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-04-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-05-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-06-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-07-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-08-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-09-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-10-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-11-01,102000.0,34.0,50.0
DUB_dalkey,Dalkey,Dublin,2024-12-01,102000.0,34.0,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-01-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-02-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-03-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-04-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-05-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-06-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-07-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-08-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-09-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-10-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-11-01,119000.0,39.7,50.0
DUB_blackrock_carysfort,Blackrock-Carysfort,Dublin,2024-12-01,119000.0,39.7,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-01-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-02-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-03-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-04-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-05-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-06-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-07-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-08-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-09-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-10-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-11-01,63000.0,21.0,50.0
COR_cork_city_south_central,Cork City South Central,Cork,2024-12-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-01-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-02-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-03-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-04-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-05-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-06-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-07-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-08-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-09-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-10-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-11-01,63000.0,21.0,50.0
COR_cork_city_north_central,Cork City North Central,Cork,2024-12-01,63000.0,21.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-01-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-02-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-03-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-04-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-05-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-06-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-07-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-08-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-09-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-10-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-11-01,54000.0,18.0,50.0
COR_blackrock_cork,Blackrock (Cork),Cork,2024-12-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-01-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-02-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-03-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-04-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-05-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-06-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-07-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-08-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-09-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-10-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-11-01,54000.0,18.0,50.0
COR_douglas,Douglas,Cork,2024-12-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-01-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-02-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-03-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-04-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-05-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-06-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-07-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-08-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-09-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-10-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-11-01,54000.0,18.0,50.0
COR_ballincollig,Ballincollig,Cork,2024-12-01,54000.0,18.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-01-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-02-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-03-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-04-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-05-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-06-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-07-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-08-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-09-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-10-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-11-01,45000.0,15.0,50.0
COR_carrigaline,Carrigaline,Cork,2024-12-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-01-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-02-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-03-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-04-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-05-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-06-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-07-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-08-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-09-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-10-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-11-01,45000.0,15.0,50.0
COR_cobh_urban,Cobh Urban,Cork,2024-12-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-01-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-02-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-03-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-04-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-05-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-06-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-07-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-08-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-09-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-10-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-11-01,45000.0,15.0,50.0
COR_midleton,Midleton,Cork,2024-12-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-01-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-02-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-03-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-04-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-05-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-06-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-07-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-08-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-09-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-10-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-11-01,45000.0,15.0,50.0
COR_mallow_urban,Mallow Urban,Cork,2024-12-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-01-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-02-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-03-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-04-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-05-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-06-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-07-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-08-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-09-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-10-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-11-01,45000.0,15.0,50.0
COR_fermoy_urban,Fermoy Urban,Cork,2024-12-01,45000.0,15.0,50.0
COR_bandon,Bandon,Cork,2024-01-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-02-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-03-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-04-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-05-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-06-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-07-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-08-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-09-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-10-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-11-01,36000.0,12.0,50.0
COR_bandon,Bandon,Cork,2024-12-01,36000.0,12.0,50.0
COR_kinsale,Kinsale,Cork,2024-01-01,36000.0,12.0,50.0
COR_kinsale,Kinsale,Cork,2024-02-01,36000.0,12.0,50.0
COR_kinsale,Kinsale,Cork,2024-03-01,36000.0,12.0,50.0
COR_kinsale,Kinsale,Cork,2024-04-01,36000.0,12.0,50.0
COR_kinsale,Kinsale,Cork,2024-05-01,36000.0,12.0,50.0
COR_kinsale,Kinsale,Cork,2024-06-01,36000.0,12.0,50.0
